/n/holylabs/LABS/hlakkaraju_lab/Users/lilliansun/cs2281_synthetic_data /n/holylabs/LABS/hlakkaraju_lab/Users/lilliansun/cs2281_synthetic_data
/n/holylabs/LABS/hlakkaraju_lab/Users/lilliansun/cs2281_synthetic_data /n/holylabs/LABS/hlakkaraju_lab/Users/lilliansun/cs2281_synthetic_data /n/holylabs/LABS/hlakkaraju_lab/Users/lilliansun/cs2281_synthetic_data
Running finetuning_qna_no_eval.py
Saving results to results/qna/t5-small_1_no_eval_2
Number of GPUs available: 1
GPU 0: NVIDIA H100 80GB HBM3
Model name: google/flan-t5-small
Output directory: results/qna/
Scratch directory: /n/netscratch/hlakkaraju_lab/Everyone/lilliansun/synthetic_data/qna/
Unique save name: t5-small_1_no_eval_2
Dataset proportion: 1.0
Q&A train filepath: synthetic/qna_train.csv
Q&A val filepath: synthetic/qna_val.csv
Q&A test filepath: synthetic/qna_test.csv
Batch size: 8
Evaluation steps: 40
Size of input_ids tensor: torch.Size([340]), dtype: torch.int64
Actual sequence length: 239
Size of input_ids tensor: torch.Size([332]), dtype: torch.int64
Actual sequence length: 332
Size of input_ids tensor: torch.Size([305]), dtype: torch.int64
Actual sequence length: 227
{'loss': 0.6013, 'grad_norm': 1.3434853553771973, 'learning_rate': 4.839615076182839e-05, 'epoch': 0.03}
{'loss': 0.546, 'grad_norm': 1.1215236186981201, 'learning_rate': 4.679230152365678e-05, 'epoch': 0.06}
{'loss': 0.5594, 'grad_norm': 0.7201851606369019, 'learning_rate': 4.518845228548517e-05, 'epoch': 0.1}
{'loss': 0.5263, 'grad_norm': 1.0517446994781494, 'learning_rate': 4.358460304731356e-05, 'epoch': 0.13}
{'loss': 0.5105, 'grad_norm': 1.9702876806259155, 'learning_rate': 4.1980753809141946e-05, 'epoch': 0.16}
{'loss': 0.4457, 'grad_norm': 3.450424909591675, 'learning_rate': 4.037690457097033e-05, 'epoch': 0.19}
{'loss': 0.4182, 'grad_norm': 5.244875431060791, 'learning_rate': 3.8773055332798716e-05, 'epoch': 0.22}
{'loss': 0.3918, 'grad_norm': 3.410282850265503, 'learning_rate': 3.7169206094627105e-05, 'epoch': 0.26}
{'loss': 0.3663, 'grad_norm': 2.328601360321045, 'learning_rate': 3.5565356856455494e-05, 'epoch': 0.29}
{'loss': 0.3529, 'grad_norm': 5.247562885284424, 'learning_rate': 3.396150761828388e-05, 'epoch': 0.32}
{'loss': 0.3592, 'grad_norm': 3.522073268890381, 'learning_rate': 3.235765838011227e-05, 'epoch': 0.35}
{'loss': 0.3612, 'grad_norm': 4.669919967651367, 'learning_rate': 3.075380914194066e-05, 'epoch': 0.38}
{'loss': 0.3291, 'grad_norm': 3.746952772140503, 'learning_rate': 2.914995990376905e-05, 'epoch': 0.42}
{'loss': 0.3589, 'grad_norm': 2.5830681324005127, 'learning_rate': 2.7546110665597434e-05, 'epoch': 0.45}
{'loss': 0.3467, 'grad_norm': 2.6856675148010254, 'learning_rate': 2.5942261427425823e-05, 'epoch': 0.48}
{'loss': 0.3525, 'grad_norm': 4.019418716430664, 'learning_rate': 2.433841218925421e-05, 'epoch': 0.51}
{'loss': 0.3077, 'grad_norm': 4.1587324142456055, 'learning_rate': 2.27345629510826e-05, 'epoch': 0.55}
{'loss': 0.3455, 'grad_norm': 3.6688425540924072, 'learning_rate': 2.113071371291099e-05, 'epoch': 0.58}
{'loss': 0.3474, 'grad_norm': 2.1792235374450684, 'learning_rate': 1.9526864474739377e-05, 'epoch': 0.61}
{'loss': 0.3024, 'grad_norm': 2.6713647842407227, 'learning_rate': 1.7923015236567763e-05, 'epoch': 0.64}
{'loss': 0.2884, 'grad_norm': 3.527083396911621, 'learning_rate': 1.631916599839615e-05, 'epoch': 0.67}
{'loss': 0.3143, 'grad_norm': 3.4399516582489014, 'learning_rate': 1.471531676022454e-05, 'epoch': 0.71}
{'loss': 0.3445, 'grad_norm': 2.1570072174072266, 'learning_rate': 1.3111467522052929e-05, 'epoch': 0.74}
{'loss': 0.3291, 'grad_norm': 3.363130569458008, 'learning_rate': 1.1507618283881316e-05, 'epoch': 0.77}
{'loss': 0.3201, 'grad_norm': 3.801114082336426, 'learning_rate': 9.903769045709705e-06, 'epoch': 0.8}
{'loss': 0.3037, 'grad_norm': 3.8765580654144287, 'learning_rate': 8.299919807538093e-06, 'epoch': 0.83}
{'loss': 0.3542, 'grad_norm': 3.5247178077697754, 'learning_rate': 6.69607056936648e-06, 'epoch': 0.87}
{'loss': 0.3148, 'grad_norm': 5.563247203826904, 'learning_rate': 5.092221331194868e-06, 'epoch': 0.9}
{'loss': 0.3415, 'grad_norm': 5.9698920249938965, 'learning_rate': 3.488372093023256e-06, 'epoch': 0.93}
{'loss': 0.3156, 'grad_norm': 3.0863394737243652, 'learning_rate': 1.884522854851644e-06, 'epoch': 0.96}
{'loss': 0.3261, 'grad_norm': 2.4486806392669678, 'learning_rate': 2.8067361668003206e-07, 'epoch': 0.99}
{'train_runtime': 348.5253, 'train_samples_per_second': 114.528, 'train_steps_per_second': 3.578, 'train_loss': 0.3764415225126118, 'epoch': 1.0}
DONE
